INSERT INTO Gioco(ID_Gioco, CF_Giocatore, Importo, Vincita , Data_Giocata ,Numero_Scommesso, Colore_Scommesso  ) VALUES 
( "EMB7SMHBOM" ,  TLNYEGIAXYAA8UGJ ,  " " ),
( "CTNES6K3V2" ,  "3 3" ,  "Chelsea vs Arsenal"),
( "7CUVIXNT6V" ,  "2 2" ,  "Liverpool vs Chelsea"),
( "S56T4EMHUA" ,  "3 4" ,  "Barcelona vs Sevilla"),
( "CX331UTHYJ" ,  "0 0" ,  "Galatasaray vs Fenerbahce"),
( "Y5A7AEBVMR" ,  "4 2" ,  "Lyon vs PSG"),
( "54SHOGQKPV" ,  "1 0" ,  "ManUtd vs Chelsea"),
( "A1H1VROVR7" ,  "2 1" ,  "Dortmund vs Schalke"),
( "491490AYV7" ,  "2 0" ,  "Boca vs Racing"),
( "SWQZP6VYTH" ,  "2 4" ,  "Boca vs Independiente"),
( "23DU3LMNJE" ,  "4 3" ,  "Dortmund vs Bayern"),
( "YF4A2T0JCI" ,  "0 0" ,  "Real vs Sevilla"),
( "FVY7F9MJ0M" ,  "1 1" ,  "Milan vs Roma"),
( "277AX7CYAC" ,  "0 4" ,  "Palmeiras vs Flamengo"),
( "S2MFZPBN4U" ,  "0 1" ,  "Rangers vs Celtic"),
( "OZ6N1I69S4" ,  "2 4" ,  "Celtic vs Aberdeen"),
( "WD5QVTO0TU" ,  "0 3" ,  "Sporting vs Braga"),
( "WTBN3XK9TL" ,  "3 3" ,  "Besiktas vs Galatasaray"),
( "ZXMCJ8VD1J" ,  "0 4" ,  "Liverpool vs Tottenham"),
( "5ADAQACQ6H" ,  "3 0" ,  "Rangers vs Celtic"),
( "D2BJIQZR10" ,  "3 4" ,  "SaoPaulo vs Flamengo"),
( "KNSJKNWM68" ,  "1 3" ,  "Sevilla vs Betis"),
( "SZH9MMN0HN" ,  "3 2" ,  "Tottenham vs City"),
( "41V63IYF87" ,  "1 0" ,  "Porto vs RioAve"),
( "B0QOK05XBI" ,  "3 4" ,  "SaoPaulo vs Santos"),
( "N4DXWH0FXI" ,  "1 2" ,  "Porto vs RioAve"),
( "TJAWA0P7A3" ,  "0 4" ,  "Milan vs Roma"),
( "VPO1WG8B3Z" ,  "0 3" ,  "Rangers vs Aberdeen");



INSERT INTO Effettuazione(ID_Scommessa, CF_Giocatore, Importo, Esito, Data_Effettuazione) VALUES 
( "23DU3LMNJE" ,  3WYJH94O0CH309YI ,  6358.08 ,  True ,  "2016/01/01"),
( "SOSJ6JBLXO" ,  7U7E1LS9FPPH8LF7 ,  3324.36 ,  True ,  "1993/12/26"),
( "79M9BHJIRM" ,  G8M50IU4VP5DOE6K ,  7169.96 ,  False ,  "2022/05/10"),
( "TH2J59V7FU" ,  AJVR3H113LCABV5I ,  7594.99 ,  True ,  "2012/09/16"),
( "1G28R3JKN8" ,  TNTJRY0Y6QVDYJIO ,  1205.87 ,  True ,  "1992/08/10"),
( "8169NA5RIL" ,  8XBXVXKXIHLAV95S ,  5892.85 ,  False ,  "1990/10/07"),
( "U7NU42M4G7" ,  INUBITFYRSMK0BNE ,  380.3 ,  False ,  "1993/10/22"),
( "V6KGFIAST1" ,  CIC81RV5U91D4TTN ,  9568.96 ,  True ,  "1999/06/29"),
( "V6KGFIAST1" ,  Y8F98XGWYWKODAFA ,  9777.87 ,  False ,  "1993/07/08"),
( "DU16ECNDVF" ,  7DLWGPKHGQYIY6JK ,  7922.94 ,  True ,  "2003/08/24"),
( "UO7TKVYNEZ" ,  9RCJ2WNRXLGOE4RG ,  9981.42 ,  True ,  "1992/09/18"),
( "UQDJOM1NMP" ,  WJ0LL12H0IWGE4VX ,  1142.91 ,  True ,  "2008/03/13"),
( "120BUHRFJS" ,  TG51FQBWK0VRCWFE ,  1710.64 ,  True ,  "2003/11/27"),
( "CX331UTHYJ" ,  IQH6X58MJYDXRGJC ,  4661.21 ,  False ,  "1991/03/28"),
( "G4XKYD6AC8" ,  CL0NI3YFPAIUWH7E ,  2693.68 ,  False ,  "2020/08/26"),
( "FIM2SG9U8V" ,  SXOOKYS5AXVYAGQ3 ,  4011.13 ,  False ,  "1999/01/05"),
( "N4TKEFRYMX" ,  IGL0UF0QLT73VW5P ,  2575.02 ,  True ,  "2003/06/23"),
( "U7NU42M4G7" ,  2J9R9WPE1PP236HW ,  7560.81 ,  True ,  "1998/02/23"),
( "ZXMCJ8VD1J" ,  TLNYEGIAXYAA8UGJ ,  1466.88 ,  False ,  "2015/02/18"),
( "BP8YOQMY9B" ,  2KDZX69SAS8XOZRP ,  1708.16 ,  True ,  "1997/10/05"),
( "8IVCR1HQG6" ,  51TNZTG0UV1OENZA ,  5223.33 ,  True ,  "2022/12/02"),
( "C178W7PDKN" ,  1C6VH26Y08RWP4F4 ,  3239.31 ,  False ,  "2014/06/26"),
( "VPO1WG8B3Z" ,  OKBJQDMJTK6QWLBR ,  4346.75 ,  True ,  "2005/09/03"),
( "N4DXWH0FXI" ,  TLNYEGIAXYAA8UGJ ,  3171.33 ,  False ,  "2003/11/10"),
( "0Z1ER5DY6S" ,  AJVR3H113LCABV5I ,  2953.55 ,  False ,  "2011/05/11"),
( "4GLVLYX6LB" ,  LYPA01TOJ2VWRQMX ,  1603.47 ,  True ,  "1999/03/11"),
( "F2X5FRTD8R" ,  VIXUDO35CIN0PWCV ,  4949.96 ,  False ,  "2016/09/22"),
( "6Y2ATI70K3" ,  27J9FMGE1UKUBJ8T ,  8252.35 ,  False ,  "2019/09/01"),
( "2JZRD0BQPB" ,  J7TF38KWXZ3FLJ7F ,  6882.73 ,  False ,  "2003/11/24"),
( "FFVBLYZ5ML" ,  U02Y8N06OSXBUFVF ,  3834.76 ,  False ,  "1995/12/24"),
( "W4EQE9MX9O" ,  OOIV0ZLQWQMXHCA0 ,  770.65 ,  True ,  "2005/09/02"),
( "IJ9FETYJC5" ,  C3DPSJ8LZZN8WGJE ,  6122.17 ,  True ,  "2009/04/12"),
( "Y9YWDYB6NE" ,  XEPYU8XR6ESFD97W ,  3237.48 ,  True ,  "2017/05/21"),
( "G1RLX6H2VQ" ,  MFZ6HKQKJ7G9Y793 ,  298.56 ,  False ,  "2007/12/28"),
( "7OZ0WTS3RY" ,  ZDPT2MEEQKXI9ERY ,  4265.27 ,  True ,  "2021/12/02"),
( "1YH40VFN7V" ,  3B5YYC9ONCYK1EJ3 ,  2373.91 ,  False ,  "2004/11/15"),
( "5E7EMMCNXB" ,  JRG8GWMBHHQOSBP8 ,  3558.65 ,  False ,  "2008/03/29"),
( "S2MFZPBN4U" ,  3RLAJGRDH8YUEEUI ,  521.0 ,  False ,  "2008/06/05"),
( "79M9BHJIRM" ,  FYXP2JGVL57XT0BH ,  5361.28 ,  True ,  "2012/05/28"),
( "ZVAWR73AAY" ,  U2KFZIP73DJ8A4QS ,  6803.01 ,  False ,  "2016/04/09"),
( "JSQHHK36UB" ,  187I5CH7860O9YMZ ,  9625.22 ,  False ,  "2015/02/10"),
( "7AK3BCQGF1" ,  Q87QIZIW3PHRR293 ,  7711.55 ,  True ,  "1999/07/19"),
( "YDUAXDBS2Z" ,  ZDPT2MEEQKXI9ERY ,  9596.86 ,  False ,  "2014/03/17"),
( "BP8YOQMY9B" ,  PP5HEGIDDAR9GDNS ,  3758.32 ,  False ,  "2020/03/04"),
( "8EEFPJ9BF7" ,  3RLAJGRDH8YUEEUI ,  8976.7 ,  True ,  "1990/06/16"),
( "5BH8FXXX4E" ,  7OI0FG01OI2C25NN ,  2935.97 ,  False ,  "1997/04/18"),
( "A8RHZE923D" ,  YCX6X6NDN8850K5H ,  5383.43 ,  False ,  "1993/01/15"),
( "XHIX6YE0NJ" ,  U2KFZIP73DJ8A4QS ,  5911.37 ,  True ,  "2001/03/18"),
( "0A1K3LLP9P" ,  SJA6B4V4WPJFHY65 ,  2170.84 ,  True ,  "1999/10/04"),
( "S568ABORLD" ,  H0T43WT4077NZRO1 ,  5578.81 ,  False ,  "2018/04/03"),
( "Y9YJ1Q87F6" ,  VK2SGEFJH1RT0V2P ,  6118.39 ,  False ,  "2000/11/10"),
( "KNG6IFX3Q1" ,  EAXSYCSQPY8JBXMC ,  1728.99 ,  True ,  "2010/10/20"),
( "7866F40HZN" ,  4TD9G0KLJ0RWS1F9 ,  9438.51 ,  False ,  "1995/06/05"),
( "WNE3QVFFX7" ,  STIF389PUU44E4PN ,  553.44 ,  False ,  "2005/10/11"),
( "G9Q5RWWZZ3" ,  NUGFHXBOXSUMU5HS ,  2940.83 ,  False ,  "1999/07/10"),
( "DEY6G953N3" ,  27J9FMGE1UKUBJ8T ,  2358.39 ,  True ,  "2014/09/09"),
( "F2X5FRTD8R" ,  8Y1KRMBK47A989WN ,  2816.55 ,  False ,  "2021/06/07"),
( "LK8ZL1XGS6" ,  AWX0E7EA3XIK0WHF ,  522.09 ,  False ,  "1992/11/29"),
( "6E5HKBK4LY" ,  LPPJVD84TEY2N3FB ,  1881.72 ,  True ,  "2002/10/17"),
( "11BW8J55QL" ,  94E6T3A1LJKRBAOQ ,  1632.5 ,  True ,  "2017/10/16"),
( "YO7GMAZW00" ,  GIZD2XONJO0WOVOW ,  838.14 ,  True ,  "1997/06/27"),
( "4C1UA7T0JP" ,  CL0NI3YFPAIUWH7E ,  6653.02 ,  True ,  "2003/12/08"),
( "HLGUUF6H6X" ,  MFZ6HKQKJ7G9Y793 ,  6301.47 ,  True ,  "2011/03/18"),
( "XJAH19U2EL" ,  LVP1I83NS93IHIJF ,  2444.33 ,  False ,  "2014/07/20"),
( "A1H1VROVR7" ,  PHABFXZOP35B4CI3 ,  6069.55 ,  False ,  "1993/09/23"),
( "S568ABORLD" ,  5FM392QUR4F68FWY ,  7721.43 ,  True ,  "2011/02/13"),
( "O83ANGD01B" ,  4TD9G0KLJ0RWS1F9 ,  1401.63 ,  False ,  "1994/07/18"),
( "IZNDJ8ES2K" ,  94E6T3A1LJKRBAOQ ,  347.55 ,  False ,  "1996/02/12"),
( "QXRJ6NITRL" ,  X1R96CV1XQM32H19 ,  1024.26 ,  False ,  "2013/05/21"),
( "O261ZHNL4P" ,  OGTIETKDDQYSZAGI ,  1990.72 ,  False ,  "2017/04/24"),
( "IJ9FETYJC5" ,  ZX1LHZDS2GT93DJH ,  5393.47 ,  False ,  "2020/04/15"),
( "UM20IUMPWY" ,  T8AGWBSGVQN2FV7N ,  8199.22 ,  True ,  "2010/09/04"),
( "5RRLRP4RSW" ,  DOG4B14X53R0RSHM ,  5334.71 ,  True ,  "2014/08/05"),
( "7J1G3K4G3B" ,  DE62HKF3TPH3BEGZ ,  6064.01 ,  True ,  "1995/11/22"),
( "L0S3JULZ18" ,  1BGXJXZ9YTS2PRPF ,  6771.51 ,  True ,  "2011/08/21"),
( "IZJ6GFQGHV" ,  5GJCL0KY0MMJDG7Y ,  948.56 ,  True ,  "1995/08/25"),
( "NFH8K3C4BM" ,  J611D1VJ11NQ4BUD ,  4984.12 ,  True ,  "2012/03/25"),
( "KNG6IFX3Q1" ,  YPDZW7M7XWXPVI28 ,  1654.92 ,  False ,  "2008/01/29"),
( "V915HOFR1R" ,  X1R96CV1XQM32H19 ,  4303.06 ,  True ,  "2009/03/01"),
( "L0S3JULZ18" ,  XEPYU8XR6ESFD97W ,  6423.76 ,  True ,  "2017/06/21"),
( "TMYL03L69E" ,  1E19IH9SRUAHVXHG ,  5842.41 ,  True ,  "1992/09/27"),
( "23DU3LMNJE" ,  QYIEDTD61PYWY1B3 ,  7679.22 ,  True ,  "2000/03/23"),
( "PG1XWB7PLP" ,  J7TF38KWXZ3FLJ7F ,  931.66 ,  True ,  "2018/11/10"),
( "UT0NIINAZT" ,  J3A5JSZ933Q7YWPH ,  151.61 ,  True ,  "1996/09/21"),
( "IWOS1LOD1A" ,  TLNYEGIAXYAA8UGJ ,  9748.18 ,  True ,  "1994/02/02"),
( "QXRJ6NITRL" ,  4GPVS1J4MD9D8TQ7 ,  4894.32 ,  True ,  "2015/04/03"),
( "L74BSNXBJN" ,  5AB0WITAOQAAJ4BT ,  963.22 ,  False ,  "1995/03/30"),
( "BHH7MC9MYR" ,  EA6FLYMXXZ8GT9L7 ,  5185.13 ,  True ,  "2019/07/17"),
( "VBY3NXWITO" ,  FL03D97HLPCJW3A3 ,  3297.22 ,  False ,  "1994/11/07"),
( "6E5HKBK4LY" ,  Q786E7KMJKVEVIYI ,  6084.14 ,  True ,  "2017/03/13"),
( "RVWSTLNHT0" ,  POQYEO1ARZT6OHRX ,  6355.4 ,  False ,  "1997/09/27"),
( "XHIX6YE0NJ" ,  LL9FNXQYJO21UL0W ,  183.93 ,  True ,  "1990/08/18"),
( "LETTR57EOI" ,  DOG4B14X53R0RSHM ,  1325.01 ,  False ,  "2021/03/21"),
( "AWDIG20PTY" ,  TAQ2H7RG7N5U8WWO ,  2476.14 ,  True ,  "1991/08/26"),
( "8XK1T16U0C" ,  CL0NI3YFPAIUWH7E ,  6790.04 ,  False ,  "2021/01/02"),
( "58B9N8FZ10" ,  2J9R9WPE1PP236HW ,  190.41 ,  False ,  "1990/02/25"),
( "6E5HKBK4LY" ,  P9W504ZVBYZ0GT18 ,  2174.97 ,  True ,  "2000/05/25"),
( "A8RHZE923D" ,  4GPVS1J4MD9D8TQ7 ,  8992.83 ,  True ,  "2017/01/11"),
( "WNE3QVFFX7" ,  AWX0E7EA3XIK0WHF ,  8307.85 ,  True ,  "1991/05/16"),
( "XHIX6YE0NJ" ,  INUBITFYRSMK0BNE ,  4936.42 ,  True ,  "1992/03/09"),
( "0VK6R8ARBH" ,  LIWTH1AHGYDJASYC ,  7240.76 ,  False ,  "2009/02/20"),
( "NTAEHJDKJ6" ,  LL9FNXQYJO21UL0W ,  1875.68 ,  True ,  "2006/04/14"),
( "JV2D1E0ZFB" ,  TLNYEGIAXYAA8UGJ ,  3237.76 ,  True ,  "2022/06/28"),
( "8C35PM9GB4" ,  XEPYU8XR6ESFD97W ,  7904.69 ,  False ,  "1992/07/04"),
( "ZXMCJ8VD1J" ,  DJLSVF6QIIVGKYA5 ,  1324.76 ,  False ,  "1999/02/02"),
( "15CZ7IPVDU" ,  EA6FLYMXXZ8GT9L7 ,  3018.6 ,  False ,  "2022/07/20"),
( "JV2D1E0ZFB" ,  MAZRQWOPPVF90F8F ,  8875.51 ,  False ,  "2001/08/06"),
( "N4DXWH0FXI" ,  2KDZX69SAS8XOZRP ,  9740.76 ,  True ,  "2004/01/21"),
( "L0S3JULZ18" ,  UH9LZUSZUFM1YECW ,  8130.77 ,  True ,  "2021/01/08"),
( "CDYA2600P2" ,  ZDNGUI9EBD53IL8U ,  5353.04 ,  False ,  "2013/04/22"),
( "9HDLO2FZR0" ,  EYYCLJAIL97HWJA8 ,  8373.48 ,  True ,  "1991/03/05"),
( "TAP14MP2WA" ,  HCJ25HMEKB4NBK0V ,  2855.42 ,  True ,  "2022/01/19"),
( "SNC09CR9YK" ,  1BGXJXZ9YTS2PRPF ,  1666.8 ,  True ,  "2020/12/19"),
( "V915HOFR1R" ,  LZ361NAOHRKECFVE ,  7821.31 ,  True ,  "1993/02/14"),
( "JXK4SI4ZLU" ,  IQH6X58MJYDXRGJC ,  2579.49 ,  True ,  "2007/06/27"),
( "B9H49FMRV2" ,  9SYOWNU9AAVNUG5I ,  4634.91 ,  False ,  "2005/09/22"),
( "QGTOOKBRHB" ,  7OI0FG01OI2C25NN ,  8145.48 ,  False ,  "2020/12/23"),
( "EEENB0JBLD" ,  IGL0UF0QLT73VW5P ,  7231.73 ,  True ,  "1999/07/14"),
( "ADQNBXGGZU" ,  LIWTH1AHGYDJASYC ,  6468.62 ,  True ,  "2003/10/05"),
( "UT0NIINAZT" ,  YIE66HFMP9584GRW ,  8464.72 ,  True ,  "1994/01/25"),
( "BDJN432B89" ,  PP5HEGIDDAR9GDNS ,  3047.74 ,  False ,  "1997/06/15"),
( "G2SRDTUHG1" ,  AIH7IX7NGTSE3YGE ,  7016.84 ,  True ,  "1993/12/01"),
( "EDP5OY60P1" ,  QW9SWIHVMD4Y5BX1 ,  3527.92 ,  False ,  "2018/07/03"),
( "6Y2ATI70K3" ,  Z7RB79ZR099UJZPD ,  759.35 ,  True ,  "2004/06/13"),
( "ZA5KU77LAN" ,  6LAZVK6E8P55WCX0 ,  386.53 ,  False ,  "2010/09/01"),
( "RXOIU5KG0H" ,  2J9R9WPE1PP236HW ,  1652.72 ,  True ,  "2022/02/16"),
( "5EZVDSQ2F8" ,  ZPCX5NDK45K7HHWC ,  9669.2 ,  False ,  "1994/08/17"),
( "W7MKI9AOW9" ,  M132YELR9518OOQ9 ,  8457.74 ,  False ,  "2006/12/01"),
( "W7MKI9AOW9" ,  8INRDO2ED3KBFSH7 ,  6161.74 ,  False ,  "1995/02/19"),
( "O83ANGD01B" ,  Q786E7KMJKVEVIYI ,  6940.69 ,  True ,  "1998/12/23"),
( "HT2NZGVOZO" ,  PBJSRW7T3PVS08DZ ,  261.55 ,  False ,  "2001/07/23"),
( "ZEC8AN05RO" ,  8Y1KRMBK47A989WN ,  8204.01 ,  True ,  "1993/07/20"),
( "FRFB2FTI2P" ,  NQHA869V8POG802X ,  3813.14 ,  False ,  "2021/02/25"),
( "CF4B3244XK" ,  SJA6B4V4WPJFHY65 ,  769.4 ,  False ,  "1990/02/28"),
( "7OZ0WTS3RY" ,  5GJCL0KY0MMJDG7Y ,  7848.39 ,  True ,  "1991/10/08"),
( "7OZ0WTS3RY" ,  T1HWKCMUUEHOHCVX ,  8251.14 ,  False ,  "2010/05/21"),
( "87MCQWM1SF" ,  Q7320A3R7A6XK1YT ,  8005.67 ,  False ,  "2008/06/11"),
( "U4DG11JOO2" ,  4TY9213OPE5D4OOZ ,  274.68 ,  False ,  "1993/07/21"),
( "IA1OINH41K" ,  LPPJVD84TEY2N3FB ,  4245.79 ,  True ,  "2003/07/06"),
( "F8TEJUZXOS" ,  7OI0FG01OI2C25NN ,  2623.09 ,  False ,  "2001/12/06"),
( "VKZ1GY6AU3" ,  DBBSPUL9WIBY3LQZ ,  2646.68 ,  True ,  "1997/04/24"),
( "XJAH19U2EL" ,  3LC9MOMBUYMARBUW ,  7447.99 ,  True ,  "1996/06/10"),
( "2E79O7KQ98" ,  4CRMB63P1PI9TE4E ,  9995.39 ,  True ,  "1997/06/09"),
( "2M1KTVHQX8" ,  PP5HEGIDDAR9GDNS ,  2542.11 ,  True ,  "2021/04/27"),
( "A1H1VROVR7" ,  Z7RB79ZR099UJZPD ,  2405.69 ,  False ,  "1994/11/16"),
( "GQTQMTVHAP" ,  6YTYRG6IBNSACW8L ,  3136.75 ,  False ,  "1994/11/19"),
( "Y9YJ1Q87F6" ,  WP5HZNGCTKYPN0DC ,  8781.65 ,  True ,  "1996/03/15"),
( "MOT4MJZFMP" ,  LQK59TVD327J9XAJ ,  1739.54 ,  False ,  "1996/06/20"),
( "R5XXYOCWMQ" ,  SJA6B4V4WPJFHY65 ,  7579.24 ,  True ,  "2006/10/12"),
( "KW2EQKMLBU" ,  LL9FNXQYJO21UL0W ,  7330.32 ,  True ,  "1996/05/06"),
( "SOSJ6JBLXO" ,  F3FIV7FPIE1ABOET ,  3803.89 ,  True ,  "1992/07/27"),
( "O83ANGD01B" ,  G8M50IU4VP5DOE6K ,  168.27 ,  False ,  "2017/06/11"),
( "SNC09CR9YK" ,  IGL0UF0QLT73VW5P ,  8954.26 ,  True ,  "2006/04/26"),
( "SZH9MMN0HN" ,  OGTIETKDDQYSZAGI ,  8704.12 ,  True ,  "2014/04/19"),
( "6FU0H6ISRS" ,  TLNYEGIAXYAA8UGJ ,  2739.87 ,  True ,  "1998/08/28"),
( "XVTLBH46WS" ,  ZDNGUI9EBD53IL8U ,  9401.34 ,  True ,  "2001/08/30"),
( "DU16ECNDVF" ,  GZ7XGOGG1BUC7NYI ,  8632.85 ,  False ,  "1997/04/14"),
( "R5XXYOCWMQ" ,  USOTK1F41F7Z2GA8 ,  1004.05 ,  False ,  "2001/05/08"),
( "OYT0BW3CYI" ,  4TY9213OPE5D4OOZ ,  7373.74 ,  True ,  "1991/12/26"),
( "LGJQ0TR0KW" ,  NQHA869V8POG802X ,  3634.81 ,  False ,  "2015/02/20"),
( "IO5GBMQMJK" ,  6YTYRG6IBNSACW8L ,  3941.8 ,  False ,  "2011/09/08"),
( "0VK6R8ARBH" ,  TLNYEGIAXYAA8UGJ ,  8692.17 ,  False ,  "1992/02/12"),
( "1G28R3JKN8" ,  51TNZTG0UV1OENZA ,  4871.25 ,  False ,  "1999/08/07"),
( "N36BDAG3XK" ,  IGL0UF0QLT73VW5P ,  1344.15 ,  False ,  "1990/05/26"),
( "BDJN432B89" ,  1E19IH9SRUAHVXHG ,  2078.72 ,  True ,  "2019/01/05"),
( "1CXFX1AGG6" ,  M7B69CUC8TJS1IVC ,  5204.07 ,  False ,  "2018/11/30"),
( "TAW6LP3WB5" ,  51TNZTG0UV1OENZA ,  5154.21 ,  False ,  "2016/02/10"),
( "HJ1RBJRIJ1" ,  BU7WAS61HP8POUUV ,  4709.5 ,  False ,  "1995/04/13"),
( "Q5JUKTDSC0" ,  2CTKC5MPQVQX5FXB ,  1891.46 ,  False ,  "1998/04/15"),
( "JXK4SI4ZLU" ,  7OI0FG01OI2C25NN ,  3347.21 ,  True ,  "1991/10/07"),
( "FRFB2FTI2P" ,  27J9FMGE1UKUBJ8T ,  9498.72 ,  True ,  "2008/05/20"),
( "YVMM6NTYAE" ,  6LAZVK6E8P55WCX0 ,  640.48 ,  True ,  "2007/09/10"),
( "9Y41JQQEM1" ,  JYAQSCQF8FI96I3J ,  4827.39 ,  True ,  "2008/09/29"),
( "L74BSNXBJN" ,  3B5YYC9ONCYK1EJ3 ,  1710.1 ,  False ,  "2013/03/15"),
( "23DU3LMNJE" ,  ONB3RWJW80XI7MMN ,  7000.33 ,  False ,  "1992/01/12"),
( "TZ5L621WGS" ,  8INRDO2ED3KBFSH7 ,  916.58 ,  True ,  "2015/03/04"),
( "3LE774ANIV" ,  FYXP2JGVL57XT0BH ,  6568.4 ,  True ,  "2004/01/09"),
( "5RRLRP4RSW" ,  JYAQSCQF8FI96I3J ,  4575.75 ,  True ,  "2006/12/19"),
( "KNG6IFX3Q1" ,  R3RBJATNUTJ4D55X ,  472.64 ,  True ,  "2018/05/18"),
( "SIN3LH1SYO" ,  BJM6ESWBJ0FU383G ,  4287.33 ,  False ,  "2011/02/26"),
( "CDYA2600P2" ,  LPPJVD84TEY2N3FB ,  8093.93 ,  True ,  "2018/08/20"),
( "KZXG7B97XU" ,  ATP9ROGPQO08N9DT ,  5258.93 ,  False ,  "2014/08/06"),
( "120BUHRFJS" ,  STIF389PUU44E4PN ,  7757.86 ,  True ,  "2019/11/14"),
( "A3284KS7TG" ,  TZ54FLOSVZ87Y3PD ,  8593.94 ,  True ,  "2020/02/15"),
( "W4EQE9MX9O" ,  LVP1I83NS93IHIJF ,  9665.19 ,  False ,  "2009/01/15"),
( "U7NU42M4G7" ,  TAQ2H7RG7N5U8WWO ,  7990.8 ,  True ,  "2016/10/05"),
( "XMMM7PYLSG" ,  X1R96CV1XQM32H19 ,  9942.59 ,  False ,  "2005/08/16"),
( "JKQX7GDGN8" ,  C6MO28NFSYJLWRT7 ,  8896.4 ,  True ,  "1999/05/27"),
( "G1RLX6H2VQ" ,  OPA43JH7ZOA2NVIS ,  4218.68 ,  False ,  "2011/10/18"),
( "8XK1T16U0C" ,  X654BL4GL0FBXRQ4 ,  2129.62 ,  False ,  "1998/03/26"),
( "QXRJ6NITRL" ,  2SB2FBQS42BOO9HQ ,  1456.55 ,  True ,  "1999/01/06"),
( "Y1DI6XH70J" ,  F3FIV7FPIE1ABOET ,  546.77 ,  True ,  "2020/12/21"),
( "ZVAWR73AAY" ,  LVP1I83NS93IHIJF ,  341.48 ,  True ,  "2006/04/05"),
( "S44RTV1BO8" ,  RPRY0NE49Y533BTZ ,  5636.07 ,  True ,  "2002/08/05"),
( "L74BSNXBJN" ,  ZDNGUI9EBD53IL8U ,  2417.51 ,  False ,  "2015/04/14"),
( "OYT0BW3CYI" ,  SXOOKYS5AXVYAGQ3 ,  5425.34 ,  False ,  "2010/09/15"),
( "G2SRDTUHG1" ,  6LAZVK6E8P55WCX0 ,  5849.53 ,  False ,  "2018/09/11"),
( "YQGAKYOV42" ,  0ZBFNXX8IOKCP216 ,  9530.5 ,  True ,  "1994/11/25"),
( "YUNPHOW3O7" ,  WJ0LL12H0IWGE4VX ,  9796.57 ,  True ,  "2012/06/23"),
( "ZLWDFI8ZZI" ,  VIXUDO35CIN0PWCV ,  4833.13 ,  False ,  "2008/03/11"),
( "FB5FSNNIES" ,  Q87QIZIW3PHRR293 ,  2518.41 ,  False ,  "2007/12/15"),
( "7OZ0WTS3RY" ,  DE62HKF3TPH3BEGZ ,  5159.48 ,  False ,  "2013/02/04"),
( "77Q9GUJKCP" ,  3B5YYC9ONCYK1EJ3 ,  8993.94 ,  True ,  "2019/10/28"),
( "PZQLEXGUUF" ,  HCJ25HMEKB4NBK0V ,  2112.81 ,  False ,  "2005/03/20"),
( "ZXMCJ8VD1J" ,  3JI37XYD52JDJ8T0 ,  4616.59 ,  False ,  "2018/03/20"),
( "GOUEJICDE3" ,  OOIV0ZLQWQMXHCA0 ,  1436.22 ,  True ,  "2002/07/28"),
( "6VVQ7VYPIL" ,  HT31PM5WFG34N3AI ,  7536.55 ,  True ,  "2007/04/08"),
( "SWQZP6VYTH" ,  T1HWKCMUUEHOHCVX ,  2119.7 ,  True ,  "1990/07/15"),
( "41V63IYF87" ,  MAZRQWOPPVF90F8F ,  2828.8 ,  True ,  "2017/08/10"),
( "EEENB0JBLD" ,  JVPXU0X5Y9GGLQS4 ,  6682.74 ,  False ,  "2018/05/27"),
( "S8KCEQ4549" ,  1GTYVFXJPZMU4BNN ,  4941.39 ,  False ,  "1998/11/28"),
( "6Q4BURK9RT" ,  CS9F0EUMRAMBIXP4 ,  2677.41 ,  True ,  "2006/01/27"),
( "CF4B3244XK" ,  F3FIV7FPIE1ABOET ,  3993.5 ,  False ,  "2022/03/27"),
( "7AK3BCQGF1" ,  0VEES18MQY6Q2FJP ,  1314.56 ,  False ,  "2021/03/26"),
( "LGJQ0TR0KW" ,  JYAQSCQF8FI96I3J ,  5108.33 ,  True ,  "2004/03/23"),
( "N1RGC1HEXL" ,  M132YELR9518OOQ9 ,  5655.85 ,  False ,  "1996/07/21"),
( "3GKND5UT8D" ,  YUM12IZHN5W4FCAX ,  421.7 ,  False ,  "2010/12/28"),
( "8Y455SUYYI" ,  CF1I55DSUYXIW389 ,  4169.83 ,  True ,  "1992/02/07"),
( "VVN341OO32" ,  94E6T3A1LJKRBAOQ ,  8437.71 ,  True ,  "1999/11/18"),
( "BHH7MC9MYR" ,  ZDPT2MEEQKXI9ERY ,  126.72 ,  False ,  "1992/12/25"),
( "Q5JUKTDSC0" ,  BBC95UVGIGD5MZUL ,  1597.92 ,  True ,  "2006/05/05"),
( "FIM2SG9U8V" ,  3WYJH94O0CH309YI ,  760.16 ,  False ,  "2016/05/23"),
( "VEP4G04U4N" ,  FGU7EBGWH2D15VYW ,  4385.04 ,  False ,  "2010/11/23"),
( "03PWBWWANA" ,  IQH6X58MJYDXRGJC ,  5547.28 ,  False ,  "2010/05/25"),
( "5BH8FXXX4E" ,  TAQ2H7RG7N5U8WWO ,  1064.42 ,  False ,  "2021/06/10"),
( "AYMA9WDZQ0" ,  ESJP4TN87CPRKV9K ,  1232.52 ,  True ,  "2019/09/21"),
( "SNC09CR9YK" ,  OKBJQDMJTK6QWLBR ,  6818.08 ,  False ,  "1991/01/02"),
( "FLYT7Q8BEW" ,  25BR6IBFS3FRMKL9 ,  519.28 ,  True ,  "1994/08/24"),
